Product Name,SKU,Barcode,Description,Category,Cost Price (₦),Selling Price (₦),Stock Qty,Reorder Level,Reorder Qty,Tax Rate (%),Active
PUNCH & JUDY STRAWBERRY TOOTHPA TUBE,PUNCHJUDYSTR-3027,,,HOUSEHOLD ITEMS,1250.00,1600.00,9,5,0,7.5,TRUE
PURE COD LIVER OIL  150ML BOTTLE,PURECODLIVER-3028,,,PHARMACY,7555.00,10200.00,5,5,0,7.5,TRUE
PURE HEAVEN CAN 250ML,PUREHEAVENCA-3029,,,DRINKS AND BEVERAGES,625.00,0.00,12,5,0,7.5,TRUE
PURE HEAVEN CAN 330CL,PUREHEAVENCA-3030,,,DRINKS AND BEVERAGES,1333.33,1600.00,28,5,0,7.5,TRUE
PURE JOY SOUR SOP DRINK CAN,PUREJOYSOURS-3031,,,DRINKS AND BEVERAGES,1041.67,1300.00,13,5,0,7.5,TRUE
PUREAL TOOTHBRUSH,PUREALTOOTHB-3032,,,HOUSEHOLD ITEMS,583.33,700.00,2,5,0,7.5,TRUE
PURIT 500MLS,PURIT500MLS-3033,,,HOUSEHOLD ITEMS,1495.00,2000.00,0,5,0,7.5,TRUE
PURIT LIQUID ANTISEPTIC 125ML JAR,PURITLIQUIDA-3034,,,HOUSEHOLD ITEMS,583.33,750.00,0,5,0,7.5,TRUE
PURIT LIQUID ANTISEPTIC 250ML JAR,PURITLIQUIDA-3035,,,HOUSEHOLD ITEMS,969.05,1200.00,0,5,0,7.5,TRUE
PYRANTRIN SUSP 250MG/5ML BOTTLE,PYRANTRINSUS-3036,,,PHARMACY,1200.00,1700.00,0,5,0,7.5,TRUE
PYRANTRIN TABS 125MG X 25 SACHET,PYRANTRINTAB-3037,,,PHARMACY,694.00,1000.00,140,5,0,7.5,TRUE
PYROX COMBI KIT,PYROXCOMBIKI-3038,,,PHARMACY,10350.00,14000.00,0,5,0,7.5,TRUE
PYTHROCIN SUSP 200MG 30ML BOTTLE,PYTHROCINSUS-3039,,,System,1285.00,1800.00,33,5,0,7.5,TRUE
PYTHROCIN TABS 500MG X 10 PACK,PYTHROCINTAB-3040,,,PHARMACY,2400.00,3300.00,11,5,0,7.5,TRUE
QUADRICLEAR CREAM 30GM X 12 TUBE,QUADRICLEARC-3041,,,PHARMACY,1620.00,2200.00,8,5,0,7.5,TRUE
QUININE (MULTICOY)  TABS 300MG BLISTER,QUININEMULTI-3042,,,PHARMACY,650.00,900.00,53,5,0,7.5,TRUE
QUININE (UNBRANDED)  INJ  X 100 AMPOULES,QUININEUNBRA-3043,,,PHARMACY,379.50,550.00,16,5,0,7.5,TRUE
QUININE SULPHATE 300MG TAB  X 1 BLISTER,QUININESULPH-3044,,,System,360.00,500.00,1,5,0,7.5,TRUE
QUININE SULPHATE TAB (SAVOCENT) SACHET,QUININESULPH-3045,,,System,0.00,400.00,0,5,0,7.5,TRUE
QUININE SYR  200ML BOTTLE,QUININESYR20-3046,,,System,0.00,750.00,0,5,0,7.5,TRUE
RABEFAST RABEPRAZOLE BLISTER,RABEFASTRABE-3047,,,PHARMACY,1360.00,2000.00,14,5,0,7.5,TRUE
RABEPRAZOLE 20MG X10 (ACIRAB),RABEPRAZOLE2-3048,,,PHARMACY,700.00,900.00,0,5,0,7.5,TRUE
RAID INSECTICIDE 300ML,RAIDINSECTIC-3049,,,HOUSEHOLD ITEMS,2166.67,2600.00,14,5,0,7.5,TRUE
RAID INSECTICIDE 500ML,RAIDINSECTIC-3050,,,HOUSEHOLD ITEMS,3500.00,4200.00,12,5,0,7.5,TRUE
RALFEC INJ CEFTRIAXONE+SULBACTA PACK,RALFECINJCEF-3051,,,PHARMACY,2040.00,2700.00,7,5,0,7.5,TRUE
RAMBO INSECTICIDE 650ML SPRAY CAN,RAMBOINSECTI-3052,,,HOUSEHOLD ITEMS,3104.17,4000.00,4,5,0,7.5,TRUE
RAMBO INSETICIDE 300ML JAR,RAMBOINSETIC-3053,,,HOUSEHOLD ITEMS,1083.33,1500.00,0,5,0,7.5,TRUE
RAMI SIRDIS TABS PACK,RAMISIRDISTA-3054,,,PHARMACY,5100.00,7000.00,0,5,0,7.5,TRUE
RAMIPRIL 10MG BRISTOL BLISTER,RAMIPRIL10MG-3055,,,PHARMACY,1600.00,2100.00,25,5,0,7.5,TRUE
RAMIPRIL 10MG MULTICHRIS BLISTER,RAMIPRIL10MG-3056,,,PHARMACY,700.00,1000.00,0,5,0,7.5,TRUE
RAMIPRIL 2.5MG TEVA BLISTER,RAMIPRIL25MG-3057,,,PHARMACY,750.00,1000.00,10,5,0,7.5,TRUE
RAMIPRIL 5MG BRISTOL BLISTER,RAMIPRIL5MGB-3058,,,PHARMACY,1500.00,2300.00,8,5,0,7.5,TRUE
RAMIPRIL CAPS 5MG X 28 [TEVA] BLISTER,RAMIPRILCAPS-3059,,,System,1500.00,2100.00,5,5,0,7.5,TRUE
RAMIPRIL TABS 10MG X 28 [TEVA] BLISTER,RAMIPRILTABS-3060,,,System,1000.00,1350.00,3,5,0,7.5,TRUE
RAMITACE TABS 5MG X 30 BLISTER,RAMITACETABS-3061,,,PHARMACY,350.00,500.00,52,5,0,7.5,TRUE
RANFERON 12 SYR 200ML BOTTLE,RANFERON12SY-3062,,,PHARMACY,990.00,1300.00,2,5,0,7.5,TRUE
RANFERON CAPS  X 120 BLISTER,RANFERONCAPS-3063,,,System,150.00,200.00,44,5,0,7.5,TRUE
RANFERON TONIC 100ML 100ML BOTTLE,RANFERONTONI-3064,,,PHARMACY,590.00,800.00,1,5,0,7.5,TRUE
RANOXYL SUSP BOTTLE,RANOXYLSUSPB-3065,,,PHARMACY,1900.00,2500.00,1,5,0,7.5,TRUE
RAPIDFLOX TABS 500MG PACK,RAPIDFLOXTAB-3066,,,PHARMACY,2400.00,3200.00,0,5,0,7.5,TRUE
RAPIDON EYE DROP (OLOPATADINE),RAPIDONEYEDR-3067,,,PHARMACY,2400.00,3200.00,0,5,0,7.5,TRUE
RAT GUM PACK,RATGUMPACK-3068,,,HOUSEHOLD ITEMS,210.00,300.00,0,5,0,7.5,TRUE
RATIN-A CREAM TUBE,RATINACREAMT-3069,,,PHARMACY,2200.00,3200.00,3,5,0,7.5,TRUE
RAVIMAL CAPLET 80/480MG X 6 PACK,RAVIMALCAPLE-3070,,,PHARMACY,845.00,1500.00,17,5,0,7.5,TRUE
RAVIMAL JUNIOR TABS X 1 PACK,RAVIMALJUNIO-3071,,,PHARMACY,0.00,500.00,0,5,0,7.5,TRUE
REACH TOOTHBRUSH SINGLE PCS,REACHTOOTHBR-3072,,,HOUSEHOLD ITEMS,583.33,700.00,0,5,0,7.5,TRUE
READ A DREAM INSECTICIDE 300ML JAR,READADREAMIN-3073,,,HOUSEHOLD ITEMS,1750.00,2200.00,73,5,0,7.5,TRUE
READ A DREAM INSECTICIDE 600ML TIN,READADREAMIN-3074,,,HOUSEHOLD ITEMS,3041.67,3700.00,5,5,0,7.5,TRUE
REAL EXTRA TABS  X 100 PACK,REALEXTRATAB-3075,,,PHARMACY,150.00,300.00,10,5,0,7.5,TRUE
REALFLEX TABS  X 30 BLISTER,REALFLEXTABS-3076,,,PHARMACY,2666.67,3800.00,0,5,0,7.5,TRUE
REALS CHILDREN TONIC 200ML BOTTLE,REALSCHILDRE-3077,,,System,478.00,600.00,0,5,0,7.5,TRUE
RECOXIB 200MG PACK,RECOXIB200MG-3078,,,PHARMACY,1350.00,2000.00,6,5,0,7.5,TRUE
RED BULL CAN,REDBULLCAN-3079,,,DRINKS AND BEVERAGES,1229.17,1600.00,20,5,0,7.5,TRUE
REFLEX MOUTHWASH,REFLEXMOUTHW-3080,,,HOUSEHOLD ITEMS,1416.67,3500.00,5,5,0,7.5,TRUE
REFRESH YOUGHURT 500ML JAR,REFRESHYOUGH-3081,,,DRINKS AND BEVERAGES,750.00,1000.00,0,5,0,7.5,TRUE
REFUCIL  500MG  TAB X 20 BLISTER,REFUCIL500MG-3082,,,PHARMACY,4900.00,6800.00,8,5,0,7.5,TRUE
REFUCIL SUSP 125MG/5ML 100ML BOTTLE,REFUCILSUSP1-3083,,,PHARMACY,1670.00,2500.00,5,5,0,7.5,TRUE
REICHAMOX CAPS 500MG X 100 BLISTER,REICHAMOXCAP-3084,,,HOUSEHOLD ITEMS,568.00,800.00,0,5,0,7.5,TRUE
REICHLOX CAPS 500MG X 100 BLISTER,REICHLOXCAPS-3085,,,PHARMACY,493.24,1100.00,0,5,0,7.5,TRUE
REKMAL INJ 120MG VIALS,REKMALINJ120-3086,,,PHARMACY,3830.00,5200.00,0,5,0,7.5,TRUE
REKMAL INJ 60MG VIALS,REKMALINJ60M-3087,,,PHARMACY,2385.00,3200.00,6,5,0,7.5,TRUE
RELAXO GEL,RELAXOGEL-3088,,,PHARMACY,900.00,1300.00,5,5,0,7.5,TRUE
RELCER GEL 180ML BOTTLE,RELCERGEL180-3089,,,PHARMACY,1920.00,2600.00,5,5,0,7.5,TRUE
RELEV RAPID  550MG  TAB X 20 BLISTER,RELEVRAPID55-3090,,,PHARMACY,1350.00,1900.00,18,5,0,7.5,TRUE
RELEV TABS 500MG X 20 BLISTER,RELEVTABS500-3091,,,PHARMACY,1000.00,1500.00,0,5,0,7.5,TRUE
RELIEF TABS  X 50 PACK,RELIEFTABSX5-3092,,,PHARMACY,410.00,600.00,126,5,0,7.5,TRUE
RELOAD 4 KIDZ OMEGA 3 BOTTLE 200ML,RELOAD4KIDZO-3093,,,PHARMACY,10440.00,14100.00,0,5,0,7.5,TRUE
RELOAD 4 KIDZ SYR,RELOAD4KIDZS-3094,,,PHARMACY,12567.00,17000.00,13,5,0,7.5,TRUE
RELOAD 4 KIDZ TABS CHEWABLE X80,RELOAD4KIDZT-3095,,,PHARMACY,16905.00,23000.00,4,5,0,7.5,TRUE
RELOAD CALCIUM CARE TABS  X 60 JAR,RELOADCALCIU-3096,,,PHARMACY,0.00,3200.00,0,5,0,7.5,TRUE
RELOAD EXTRA TABS X 90 PACK,RELOADEXTRAT-3097,,,PHARMACY,5165.33,8400.00,3,5,0,7.5,TRUE
RELOAD EXTRA X 90 TABS JAR,RELOADEXTRAX-3098,,,PHARMACY,0.00,5400.00,0,5,0,7.5,TRUE
RELOAD IMMUNITY TABS X 120 PACK,RELOADIMMUNI-3099,,,PHARMACY,6400.00,8300.00,0,5,0,7.5,TRUE
RELOAD INFANT DROP BOTTLE,RELOADINFANT-3100,,,PHARMACY,10660.00,14400.00,3,5,0,7.5,TRUE
RELOAD IRON PLUS SYR BOTTLE 200ML,RELOADIRONPL-3101,,,PHARMACY,7500.00,10000.00,1,5,0,7.5,TRUE
RELOAD MEN 50+ SACHET,RELOADMEN50S-3102,,,PHARMACY,2500.00,4000.00,0,5,0,7.5,TRUE
RELOAD MEN 50+ X30,RELOADMEN50X-3103,,,PHARMACY,9580.00,13000.00,0,5,0,7.5,TRUE
RELOAD MEN 50+ X90,RELOADMEN50X-3104,,,PHARMACY,17065.00,23000.00,3,5,0,7.5,TRUE
RELOAD MEN SACHET,RELOADMENSAC-3105,,,PHARMACY,125.00,20.00,0,5,0,7.5,TRUE
RELOAD MEN X30,RELOADMENX30-3106,,,PHARMACY,9530.00,13000.00,8,5,0,7.5,TRUE
RELOAD MEN X90,RELOADMENX90-3107,,,PHARMACY,17065.00,23000.00,8,5,0,7.5,TRUE
RELOAD PROBIOTIC,RELOADPROBIO-3108,,,PHARMACY,800.00,1500.00,0,5,0,7.5,TRUE
RELOAD TONIC X 1 BOTTLE,RELOADTONICX-3109,,,PHARMACY,10250.00,14000.00,0,5,0,7.5,TRUE
RELOAD WOMEN 50+ X30,RELOADWOMEN5-3110,,,PHARMACY,9530.00,13000.00,5,5,0,7.5,TRUE
RELOAD WOMEN 50+ X90,RELOADWOMEN5-3111,,,PHARMACY,16800.00,23200.00,3,5,0,7.5,TRUE
RELOAD WOMEN SACHET,RELOADWOMENS-3112,,,PHARMACY,1767.50,3000.00,3,5,0,7.5,TRUE
RELOAD WOMEN X30,RELOADWOMENX-3113,,,PHARMACY,9530.00,13000.00,2,5,0,7.5,TRUE
RELOAD WOMEN X90,RELOADWOMENX-3114,,,PHARMACY,17065.00,23000.00,3,5,0,7.5,TRUE
RELUDINE TABS 100MG X 100 BLISTER,RELUDINETABS-3115,,,PHARMACY,766.00,1100.00,14,5,0,7.5,TRUE
REMAL TABLET   X 9 PACK,REMALTABLETX-3116,,,System,720.00,1000.00,0,5,0,7.5,TRUE
REMENSTROGEN  X100 SACHET,REMENSTROGEN-3117,,,System,0.00,150.00,0,5,0,7.5,TRUE
RENERVE PLUS TABS  X 30 BLISTER,RENERVEPLUST-3118,,,PHARMACY,6250.00,8500.00,1,5,0,7.5,TRUE
RENIX 40MG BLISTER FUROSEMIDE,RENIX40MGBLI-3119,,,PHARMACY,279.50,500.00,28,5,0,7.5,TRUE
RENZO'S MULTI-IRON (KIDS) X60,RENZOSMULTII-3120,,,PHARMACY,8616.67,11800.00,2,5,0,7.5,TRUE
RENZO'S PROBIOTIC (KIDS) X60,RENZOSPROBIO-3121,,,PHARMACY,13650.00,18400.00,2,5,0,7.5,TRUE
RENZOS PROBIOTIC PER TAB,RENZOSPROBIO-3122,,,PHARMACY,0.00,200.00,0,5,0,7.5,TRUE
RENZO'S VIT. B6 (KIDS) X60 TAB,RENZOSVITB6K-3123,,,PHARMACY,12500.00,16900.00,0,5,0,7.5,TRUE
RENZO'S VITAMIN C (KIDS) X60,RENZOSVITAMI-3124,,,PHARMACY,12500.00,16900.00,0,5,0,7.5,TRUE
REPROAID(MEN) TABS  X 90 JAR,REPROAIDMENT-3125,,,PHARMACY,25500.00,35000.00,3,5,0,7.5,TRUE
REPROAID(WOMAN) TABS  X 90 JAR,REPROAIDWOMA-3126,,,PHARMACY,25500.00,35000.00,7,5,0,7.5,TRUE
REPROFEN NIGHT TABLETS   X 10 PACK,REPROFENNIGH-3127,,,System,0.00,250.00,0,5,0,7.5,TRUE
REPROFEN SYR  100ML BOTTLE,REPROFENSYR1-3128,,,System,700.00,1000.00,3,5,0,7.5,TRUE
RETIN-A CREAM  20G TUBE,RETINACREAM2-3129,,,System,2900.00,3800.00,0,5,0,7.5,TRUE
RETINO-A,RETINOA-3130,,,PHARMACY,2800.00,3700.00,0,5,0,7.5,TRUE
RETRAX SYR  15ML BOTTLE,RETRAXSYR15M-3131,,,PHARMACY,500.00,700.00,0,5,0,7.5,TRUE
RETRAX TABS X 10 PACK,RETRAXTABSX1-3132,,,PHARMACY,450.00,700.00,14,5,0,7.5,TRUE
REVIVE ACTIVE BEAUTY COMPLEX X30,REVIVEACTIVE-3133,,,PHARMACY,18972.89,90000.00,1,5,0,7.5,TRUE
RE-VIVE CAPS 400MG X 10 PACK,REVIVECAPS40-3134,,,PHARMACY,9600.00,15000.00,8,5,0,7.5,TRUE
RE-VIVE CAPS X 30,REVIVECAPSX3-3135,,,PHARMACY,14555.00,19000.00,0,5,0,7.5,TRUE
REVIVE CAPS X 30 JAR,REVIVECAPSX3-3136,,,PHARMACY,13824.50,20000.00,4,5,0,7.5,TRUE
RE-VIVE X 4 CAPS PACK,REVIVEX4CAPS-3137,,,System,3850.00,5000.00,0,5,0,7.5,TRUE
REXIFEN 200MG BLISTER,REXIFEN200MG-3138,,,PHARMACY,178.00,300.00,39,5,0,7.5,TRUE
REXIFEN 400MG BLISTER,REXIFEN400MG-3139,,,PHARMACY,240.00,500.00,16,5,0,7.5,TRUE
REXIFEN SUSP,REXIFENSUSP-3140,,,PHARMACY,600.00,900.00,0,5,0,7.5,TRUE
REXONA BODY SPRAY CAN,REXONABODYSP-3141,,,COSMETICS,1541.67,2200.00,8,5,0,7.5,TRUE
REXONA ROLL ON MIX X 1 JAR,REXONAROLLON-3142,,,COSMETICS,2083.33,2400.00,5,5,0,7.5,TRUE
RHINAPHYTO SYRUP 100MLS BOTTLE,RHINAPHYTOSY-3143,,,PHARMACY,5800.00,7600.00,0,5,0,7.5,TRUE
RHINATHIOL (ADULT) 5% 125ML SYR BOTTLE,RHINATHIOLAD-3144,,,PHARMACY,5230.00,7200.00,0,5,0,7.5,TRUE
RHINATHIOL PROMETHAZINE SYR BOTTLE,RHINATHIOLPR-3145,,,PHARMACY,3650.00,5000.00,0,5,0,7.5,TRUE
RHINATHIOL(CHILD)  2% 125ML SYR BOTTLE,RHINATHIOLCH-3146,,,PHARMACY,4785.00,6500.00,6,5,0,7.5,TRUE
RHYDFORMIN METFORMIN 500MG MARCSON,RHYDFORMINME-3147,,,PHARMACY,200.00,300.00,35,5,0,7.5,TRUE
RIBENA 125ML SACHET,RIBENA125MLS-3148,,,DRINKS AND BEVERAGES,243.75,300.00,17,5,0,7.5,TRUE
RIBENA 250ML,RIBENA250ML-3149,,,DRINKS AND BEVERAGES,500.00,600.00,8,5,0,7.5,TRUE
RIBENA NIG 1L JAR,RIBENANIG1LJ-3150,,,DRINKS AND BEVERAGES,5000.00,6000.00,0,5,0,7.5,TRUE
RIBENA PET 500ML X 1 JAR,RIBENAPET500-3151,,,DRINKS AND BEVERAGES,933.33,1200.00,22,5,0,7.5,TRUE
RIBORICH TABS 5MG X 100 BLISTER,RIBORICHTABS-3152,,,PHARMACY,50.00,100.00,108,5,0,7.5,TRUE
RICAM  20MG CAP X 100 BLISTER,RICAM20MGCAP-3153,,,PHARMACY,160.00,250.00,28,5,0,7.5,TRUE
RIDA FIRE MEN X60,RIDAFIREMENX-3154,,,PHARMACY,5644.00,7900.00,1,5,0,7.5,TRUE
RIFABON 300mg RIFAMPICIN BLISTER,RIFABON300MG-3155,,,PHARMACY,1650.00,2500.00,20,5,0,7.5,TRUE
RIGGS PERFUME,RIGGSPERFUME-3156,,,COSMETICS,0.00,14500.00,0,5,0,7.5,TRUE
RIGGS ROLLON,RIGGSROLLON-3157,,,COSMETICS,854.00,1200.00,0,5,0,7.5,TRUE
RIGGS SPRAY,RIGGSSPRAY-3158,,,COSMETICS,2666.67,3400.00,17,5,0,7.5,TRUE
RISING BABY POWDER 100G,RISINGBABYPO-3159,,,COSMETICS,541.67,700.00,4,5,0,7.5,TRUE
RISING BABY POWDER 240G X 1 TIN,RISINGBABYPO-3160,,,CHOCOLATES,1083.33,1300.00,0,5,0,7.5,TRUE
RISPERDAL 2MG TAB X20 BLISTER,RISPERDAL2MG-3161,,,PHARMACY,1753.20,2300.00,0,5,0,7.5,TRUE
RISPERIDONE (MULTICOY)  TABS 2M BLISTER,RISPERIDONEM-3162,,,System,666.67,1000.00,0,5,0,7.5,TRUE
RISPERIDONE 2MG AQUATIX BLISTER,RISPERIDONE2-3163,,,PHARMACY,730.00,1200.00,8,5,0,7.5,TRUE
RISPERIDONE VEGA  2MG X 10 BLISTER,RISPERIDONEV-3164,,,PHARMACY,0.00,250.00,0,5,0,7.5,TRUE
RISPERIDONE(RISDAL) TABS 2MG BLISTER,RISPERIDONER-3165,,,PHARMACY,0.00,6500.00,0,5,0,7.5,TRUE
ROBB EXTRA BALM JAR,ROBBEXTRABAL-3166,,,HOUSEHOLD ITEMS,550.00,800.00,15,5,0,7.5,TRUE
ROBB INHALER   X 12 PCS,ROBBINHALERX-3167,,,PHARMACY,308.33,500.00,57,5,0,7.5,TRUE
ROBB JAR 25G ORIGINAL,ROBBJAR25GOR-3168,,,PHARMACY,333.33,500.00,43,5,0,7.5,TRUE
ROBB TIN 4G TIN,ROBBTIN4GTIN-3169,,,PHARMACY,0.00,50.00,0,5,0,7.5,TRUE
ROBINAX TABS 500MG PACK,ROBINAXTABS5-3170,,,System,595.00,800.00,2,5,0,7.5,TRUE
ROBITUSSIN COUGH SYR 100ML BOTTLE,ROBITUSSINCO-3171,,,PHARMACY,3300.00,6800.00,0,5,0,7.5,TRUE
ROCEPHIN I.M INJ 1G VIALS,ROCEPHINIMIN-3172,,,PHARMACY,8895.00,12400.00,7,5,0,7.5,TRUE
ROCEPHIN I.V INJ 1GM VIALS,ROCEPHINIVIN-3173,,,PHARMACY,9200.00,12400.00,2,5,0,7.5,TRUE
ROCKOK 50MG TAB BLISTER,ROCKOK50MGTA-3174,,,PHARMACY,90.00,200.00,38,5,0,7.5,TRUE
ROCKOK GEL 30G PACK,ROCKOKGEL30G-3175,,,PHARMACY,460.00,700.00,60,5,0,7.5,TRUE
ROMANO FORCE SPRAY,ROMANOFORCES-3176,,,COSMETICS,0.00,3300.00,0,5,0,7.5,TRUE
ROMCIN CREAM,ROMCINCREAM-3177,,,PHARMACY,3100.00,500.00,10,5,0,7.5,TRUE
ROPHEGAN SYR 5MG/5ML  60ML BOTTLE,ROPHEGANSYR5-3178,,,PHARMACY,400.00,600.00,26,5,0,7.5,TRUE
ROSE BELLE KITCHEN TOWEL X 1 PCS,ROSEBELLEKIT-3179,,,HOUSEHOLD ITEMS,583.33,700.00,23,5,0,7.5,TRUE
ROSE BELLE TISSUE X 1 PCS,ROSEBELLETIS-3180,,,HOUSEHOLD ITEMS,0.00,0.00,0,5,0,7.5,TRUE
ROSE BELLE TISSUE X 2 PACK,ROSEBELLETIS-3181,,,HOUSEHOLD ITEMS,0.00,0.00,0,5,0,7.5,TRUE
ROSE CAR TISSUE X 1 PACK,ROSECARTISSU-3182,,,HOUSEHOLD ITEMS,0.00,0.00,0,5,0,7.5,TRUE
ROSE CARLA KITCHEN TOWEL X 1 PCS,ROSECARLAKIT-3183,,,HOUSEHOLD ITEMS,750.00,900.00,12,5,0,7.5,TRUE
ROSE CARLA TISSUE X 1 PCS,ROSECARLATIS-3184,,,HOUSEHOLD ITEMS,760.42,950.00,62,5,0,7.5,TRUE
ROSE PLUS KITCHEN TOWEL,ROSEPLUSKITC-3185,,,HOUSEHOLD ITEMS,916.67,1100.00,13,5,0,7.5,TRUE
ROSE PLUS TISSUE X 1 PCS,ROSEPLUSTISS-3186,,,HOUSEHOLD ITEMS,916.67,250.00,27,5,0,7.5,TRUE
ROSUDEX  20MG X 30 BLISTER,ROSUDEX20MGX-3187,,,PHARMACY,1751.67,2400.00,39,5,0,7.5,TRUE
ROSUDEX 10MG TABS  X 30 BLISTER,ROSUDEX10MGT-3188,,,PHARMACY,1166.67,1700.00,0,5,0,7.5,TRUE
ROSULAD 20MG BLISTER ROSUVASTATIN,ROSULAD20MGB-3189,,,PHARMACY,600.00,1000.00,15,5,0,7.5,TRUE
ROSUNORM 20MG BLISTER,ROSUNORM20MG-3190,,,PHARMACY,600.00,1500.00,0,5,0,7.5,TRUE
ROSUTOR 10MG,ROSUTOR10MG-3191,,,PHARMACY,1498.33,2100.00,6,5,0,7.5,TRUE
ROSUVASTATIN 10MG MEDREICH,ROSUVASTATIN-3192,,,PHARMACY,720.92,1200.00,22,5,0,7.5,TRUE
ROSUVASTATIN MEDREICH 20MG SACHET,ROSUVASTATIN-3193,,,PHARMACY,1190.00,1600.00,10,5,0,7.5,TRUE
ROUGH RIDER CONDOM X 1 PACK,ROUGHRIDERCO-3194,,,PHARMACY,1000.00,1900.00,0,5,0,7.5,TRUE
ROVISTA 10MG BLISTER,ROVISTA10MGB-3195,,,PHARMACY,2068.33,2800.00,17,5,0,7.5,TRUE
ROVO CHIC CHOC 25G PACK,ROVOCHICCHOC-3196,,,CHOCOLATES,500.00,700.00,113,5,0,7.5,TRUE
ROXIRITE 250MG PACK,ROXIRITE250M-3197,,,PHARMACY,1650.00,2500.00,6,5,0,7.5,TRUE
ROXIRITE CEFUROXIME 500MG,ROXIRITECEFU-3198,,,PHARMACY,2300.00,3500.00,3,5,0,7.5,TRUE
RUFEDOL PLUS,RUFEDOLPLUS-3199,,,PHARMACY,0.00,0.00,1,5,0,7.5,TRUE
RUFENAC 50MG BLISTER,RUFENAC50MGB-3200,,,PHARMACY,86.00,400.00,25,5,0,7.5,TRUE
RULOX SUSP  200ML BOTTLE,RULOXSUSP200-3201,,,PHARMACY,1650.00,2300.00,26,5,0,7.5,TRUE
RULOX SUSP 100ML,RULOXSUSP100-3202,,,PHARMACY,930.00,1300.00,14,5,0,7.5,TRUE
RULOX TAB,RULOXTAB-3203,,,HOUSEHOLD ITEMS,345.00,500.00,1,5,0,7.5,TRUE
RUZU BITTER SYR 200ML X 1 BOTTLE,RUZUBITTERSY-3204,,,PHARMACY,2600.00,4000.00,7,5,0,7.5,TRUE
RUZU BITTER SYR 500ML BOTTLE,RUZUBITTERSY-3205,,,PHARMACY,5100.00,7600.00,6,5,0,7.5,TRUE
RUZU BLACK FOR MEN SYR BOTTLE,RUZUBLACKFOR-3206,,,PHARMACY,3355.71,5900.00,5,5,0,7.5,TRUE
RUZU CAP BLACK FOR MEN JAR/ PER TAB,RUZUCAPBLACK-3207,,,PHARMACY,2750.00,200.00,0,5,0,7.5,TRUE
RYCIN TABS 500MG PACK,RYCINTABS500-3208,,,PHARMACY,2130.45,2900.00,2,5,0,7.5,TRUE
S A F KIT,SAFKIT-3209,,,PHARMACY,928.57,1350.00,8,5,0,7.5,TRUE
SABRESTEN (VAGINAL) CREAM 30G TUBE,SABRESTENVAG-3210,,,System,0.00,1100.00,0,5,0,7.5,TRUE
SABRESTEN CREAM  20G TUBE,SABRESTENCRE-3211,,,PHARMACY,1100.00,1500.00,1,5,0,7.5,TRUE
SAFEGUARD ANTISEPTIC SOAP 80G PCS,SAFEGUARDANT-3212,,,HOUSEHOLD ITEMS,159.38,500.00,21,5,0,7.5,TRUE
SAFEGUARD SOAP 150G,SAFEGUARDSOA-3213,,,HOUSEHOLD ITEMS,1833.33,2200.00,5,5,0,7.5,TRUE
SAFEPREG,SAFEPREG-3214,,,PHARMACY,4800.00,6500.00,0,5,0,7.5,TRUE
SAFETELM H (40/12.5) TABS SACHET,SAFETELMH401-3215,,,PHARMACY,2600.00,4700.00,0,5,0,7.5,TRUE
SAFETELMI 40MG BLISTER,SAFETELMI40M-3216,,,PHARMACY,3066.67,4200.00,4,5,0,7.5,TRUE
SAFETELMI 80MG  BLISTER,SAFETELMI80M-3217,,,PHARMACY,3545.00,5200.00,48,5,0,7.5,TRUE
SAFETELMI H (80/12.5) TABS SACHET,SAFETELMIH80-3218,,,PHARMACY,4333.33,6300.00,8,5,0,7.5,TRUE
SAFI BLOOD PURIFIER 100ML,SAFIBLOODPUR-3219,,,PHARMACY,5885.00,8000.00,0,5,0,7.5,TRUE
SAFI BLOOD PURIFIER 200ML,SAFIBLOODPUR-3220,,,PHARMACY,10000.00,13700.00,9,5,0,7.5,TRUE
SAFI BLOOD PURIFIER 500ML,SAFIBLOODPUR-3221,,,PHARMACY,23650.00,31900.00,0,5,0,7.5,TRUE
SALACYN EYE DROPS 5% BOTTLE,SALACYNEYEDR-3222,,,System,0.00,2200.00,0,5,0,7.5,TRUE
SALBUTAMOL 4MG X 1000 COUNTING,SALBUTAMOL4M-3223,,,PHARMACY,2.10,5.00,690,5,0,7.5,TRUE
SALBUTAMOL AFRAB 4MG TABS SACHET,SALBUTAMOLAF-3224,,,PHARMACY,88.00,500.00,31,5,0,7.5,TRUE
SALBUTAMOL SYRUP (AFRAB) 100ML BOTTLE,SALBUTAMOLSY-3225,,,System,0.00,400.00,0,5,0,7.5,TRUE
SALONPAS PATCH 6.5X4.2CM X10,SALONPASPATC-3226,,,PHARMACY,1850.00,2500.00,27,5,0,7.5,TRUE
SALONPAS SPRAY,SALONPASSPRA-3227,,,PHARMACY,7565.00,10200.00,0,5,0,7.5,TRUE
SAMGUARD CREAM 30G,SAMGUARDCREA-3228,,,PHARMACY,600.00,1000.00,4,5,0,7.5,TRUE
SAMIFLO PACK SAMJONES,SAMIFLOPACKS-3229,,,PHARMACY,5000.00,6800.00,2,5,0,7.5,TRUE
S-AMLO 2.5MG BLISTER,SAMLO25MGBLI-3230,,,PHARMACY,1500.00,2200.00,0,5,0,7.5,TRUE
