FADOB PHARMACY & STORES
Stock Status
From 1-1-2026 to 23-2-2026
All Items,All MC
Item Details,Parent Group,Unit,Op.Qty,Op.Amt.,Purc.,Amt.In,Qty In(Others),Amt.In(Others),Sale,Amt.Out,Qty.Out (Others),Amt.Out(Others),Cl. Qty,Cl. Amt.
"RAMBO INSETICIDE 300ML JAR",HOUSEHOLD ITEMS,Pcs.,-3,"-3,250.00",0,0.00,0,0.00,0,0.00,0,0.00,-3,"-3,250.00"
"RAMI SIRDIS TABS PACK",PHARMACY,Pcs.,-1,"-5,100.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-5,100.00"
"RAMIPRIL 10MG BRISTOL BLISTER",PHARMACY,Pcs.,25,"40,000.00",0,0.00,0,0.00,0,0.00,0,0.00,25,"40,000.00"
"RAMIPRIL 10MG MULTICHRIS BLISTER",PHARMACY,Pcs.,-8,"-7,700.00",0,0.00,0,0.00,0,0.00,0,0.00,-8,"-7,700.00"
"RAMIPRIL 2.5MG TEVA BLISTER",PHARMACY,Pcs.,10,"15,000.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"15,000.00"
"RAMIPRIL 5MG BRISTOL BLISTER",PHARMACY,Pcs.,8,"12,000.00",0,0.00,0,0.00,0,0.00,0,0.00,8,"12,000.00"
"RAMIPRIL CAPS 5MG X 28 [TEVA] BLISTER",System,Pcs.,5,"7,552.19",0,0.00,0,0.00,0,0.00,0,0.00,5,"7,552.19"
"RAMIPRIL TABS 10MG X 28 [TEVA] BLISTER",System,Pcs.,3,"3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"3,000.00"
"RAMITACE TABS 5MG X 30 BLISTER",PHARMACY,Pcs.,52,"16,936.51",15,"5,250.00",0,0.00,8,"4,000.00",0,0.00,59,"19,547.25"
"RANFERON 12 SYR 200ML BOTTLE",PHARMACY,Pcs.,2,"1,926.00",5,"4,950.00",0,0.00,4,"5,200.00",0,0.00,3,"2,970.00"
"RANFERON CAPS  X 120 BLISTER",System,Pcs.,44,"6,600.00",0,0.00,0,0.00,0,0.00,0,0.00,44,"6,600.00"
"RANFERON TONIC 100ML 100ML BOTTLE",PHARMACY,Pcs.,1,590.00,0,0.00,0,0.00,0,0.00,0,0.00,1,590.00
"RANOXYL SUSP BOTTLE",PHARMACY,Pcs.,1,"1,900.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,900.00"
"RATIN-A CREAM TUBE",PHARMACY,Pcs.,3,"6,775.00",0,0.00,0,0.00,1,"3,200.00",0,0.00,2,"4,516.67"
"RAVIMAL CAPLET 80/480MG X 6 PACK",PHARMACY,Pcs.,17,"17,069.11",0,0.00,0,0.00,0,0.00,0,0.00,17,"17,069.11"
"READ A DREAM INSECTICIDE 300ML JAR",HOUSEHOLD ITEMS,Pcs.,73,"130,575.02",0,0.00,0,0.00,5,"11,000.00",0,0.00,68,"121,631.52"
"READ A DREAM INSECTICIDE 600ML TIN",HOUSEHOLD ITEMS,Pcs.,5,"15,208.32",0,0.00,0,0.00,5,"18,500.00",0,0.00,0,0.00
"REAL EXTRA TABS  X 100 PACK",PHARMACY,Pcs.,10,"1,500.00",50,"7,500.00",0,0.00,32,"9,600.00",0,0.00,28,"4,200.00"
"REALFLEX TABS  X 30 BLISTER",PHARMACY,Pcs.,-4,"-15,200.00",6,"16,000.00",0,0.00,5,"19,000.00",0,0.00,-3,"-11,400.00"
"REALS CHILDREN TONIC 200ML BOTTLE",System,Pcs.,-5,"-2,390.00",0,0.00,0,0.00,0,0.00,0,0.00,-5,"-2,390.00"
"RECOXIB 200MG PACK",PHARMACY,Pcs.,6,"8,099.17",0,0.00,0,0.00,9,"18,000.00",0,0.00,-3,"-6,000.00"
"RED BULL CAN",DRINKS AND BEVERAGES,Pcs.,20,"24,583.33",0,0.00,0,0.00,0,0.00,0,0.00,20,"24,583.33"
"REFLEX MOUTHWASH",HOUSEHOLD ITEMS,Pcs.,5,"7,083.32",0,0.00,0,0.00,0,0.00,0,0.00,5,"7,083.32"
"REFRESH YOUGHURT 500ML JAR",DRINKS AND BEVERAGES,Pcs.,-2,"-1,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-1,500.00"
"REFUCIL  500MG  TAB X 20 BLISTER",PHARMACY,Pcs.,8,"39,098.80",0,0.00,0,0.00,1,"6,800.00",0,0.00,7,"34,211.45"
"REFUCIL SUSP 125MG/5ML 100ML BOTTLE",PHARMACY,Pcs.,5,"8,398.44",0,0.00,0,0.00,4,"10,000.00",0,0.00,1,"1,679.68"
"REICHAMOX CAPS 500MG X 100 BLISTER",HOUSEHOLD ITEMS,Pcs.,-2,"-1,136.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-1,136.00"
"REKMAL INJ 120MG VIALS",PHARMACY,Pcs.,-1,"-3,830.00",0,0.00,0,0.00,1,"5,200.00",0,0.00,-2,"-9,030.00"
"REKMAL INJ 60MG VIALS",PHARMACY,Pcs.,6,"13,825.54",0,0.00,0,0.00,0,0.00,0,0.00,6,"13,825.54"
"RELAXO GEL",PHARMACY,Pcs.,5,"4,000.00",10,"9,000.00",0,0.00,6,"7,800.00",0,0.00,9,"7,950.01"
"RELCER GEL 180ML BOTTLE",PHARMACY,Pcs.,5,"9,468.17",8,"15,360.00",0,0.00,5,"13,000.00",0,0.00,8,"15,336.57"
"RELEV RAPID  550MG  TAB X 20 BLISTER",PHARMACY,Pcs.,18,"23,400.00",6,"8,100.00",0,0.00,3,"5,500.00",0,0.00,21,"27,586.36"
"RELEV TABS 500MG X 20 BLISTER",PHARMACY,Pcs.,-13,"-19,500.00",10,"10,000.00",0,0.00,4,"6,000.00",0,0.00,-7,"-9,000.00"
"RELIEF TABS  X 50 PACK",PHARMACY,Pcs.,126,"50,026.25",50,"20,500.00",0,0.00,25,"15,000.00",0,0.00,151,"60,587.83"
"RELOAD 4 KIDZ OMEGA 3 BOTTLE 200ML",PHARMACY,Pcs.,-4,"-49,080.00",0,0.00,0,0.00,1,"14,100.00",0,0.00,-5,"-63,180.00"
"RELOAD 4 KIDZ SYR",PHARMACY,Pcs.,13,"162,545.50",0,0.00,0,0.00,9,"153,000.00",0,0.00,4,"50,014.00"
"RELOAD 4 KIDZ TABS CHEWABLE X80",PHARMACY,Pcs.,4,"66,737.44",3,"50,715.00",0,0.00,3,"69,000.00",0,0.00,4,"67,399.36"
"RELOAD EXTRA TABS X 90 PACK",PHARMACY,Pcs.,3,"15,496.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"15,496.00"
"RELOAD INFANT DROP BOTTLE",PHARMACY,Pcs.,3,"21,685.54",0,0.00,0,0.00,0,0.00,0,0.00,3,"21,685.54"
"RELOAD IRON PLUS SYR BOTTLE 200ML",PHARMACY,Pcs.,1,"7,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"7,500.00"
"RELOAD MEN 50+ SACHET",PHARMACY,Pcs.,-1,"-2,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-2,500.00"
"RELOAD MEN 50+ X90",PHARMACY,Pcs.,3,"51,002.50",0,0.00,0,0.00,0,0.00,0,0.00,3,"51,002.50"
"RELOAD MEN SACHET",PHARMACY,Pcs.,-27,"-12,750.00",0,0.00,0,0.00,0,0.00,0,0.00,-27,"-12,750.00"
"RELOAD MEN X30",PHARMACY,Pcs.,8,"75,007.53",2,"19,060.00",0,0.00,1,"13,000.00",0,0.00,9,"84,691.59"
"RELOAD MEN X90",PHARMACY,Pcs.,8,"132,950.56",2,"34,130.00",0,0.00,3,"69,000.00",0,0.00,7,"117,224.10"
"RELOAD PROBIOTIC",PHARMACY,Pcs.,-2,"-1,600.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-1,600.00"
"RELOAD WOMEN 50+ X30",PHARMACY,Pcs.,5,"45,378.00",0,0.00,0,0.00,1,"13,000.00",0,0.00,4,"36,302.40"
"RELOAD WOMEN 50+ X90",PHARMACY,Pcs.,3,"50,472.26",4,"67,730.00",0,0.00,2,"46,200.00",0,0.00,5,"84,433.63"
"RELOAD WOMEN SACHET",PHARMACY,Pcs.,3,"5,302.50",0,0.00,0,0.00,0,0.00,0,0.00,3,"5,302.50"
"RELOAD WOMEN X30",PHARMACY,Pcs.,2,"19,060.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"19,060.00"
"RELOAD WOMEN X90",PHARMACY,Pcs.,3,"51,093.75",0,0.00,0,0.00,1,"23,000.00",0,0.00,2,"34,062.50"
"RELUDINE TABS 100MG X 100 BLISTER",PHARMACY,Pcs.,14,"10,452.12",0,0.00,0,0.00,7,"7,700.00",0,0.00,7,"5,226.06"
"RENERVE PLUS TABS  X 30 BLISTER",PHARMACY,Pcs.,1,"6,250.00",8,"48,000.00",0,0.00,5,"42,500.00",0,0.00,4,"25,000.00"
"RENIX 40MG BLISTER FUROSEMIDE",PHARMACY,Pcs.,28,"7,826.00",0,0.00,0,0.00,15,"7,500.00",0,0.00,13,"3,633.50"
"RENZO'S MULTI-IRON (KIDS) X60",PHARMACY,Pcs.,2,"17,233.33",0,0.00,0,0.00,0,0.00,0,0.00,2,"17,233.33"
"RENZO'S PROBIOTIC (KIDS) X60",PHARMACY,Pcs.,2,"22,808.33",0,0.00,0,0.00,0,0.00,0,0.00,2,"22,808.33"
"RENZOS PROBIOTIC PER TAB",PHARMACY,Pcs.,-16,"-3,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-16,"-3,200.00"
"RENZO'S VIT. B6 (KIDS) X60 TAB",PHARMACY,Pcs.,-2,"-25,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-25,000.00"
"RENZO'S VITAMIN C (KIDS) X60",PHARMACY,Pcs.,-1,"-16,900.00",0,0.00,0,0.00,1,"16,900.00",0,0.00,-2,"-33,800.00"
"REPROAID(MEN) TABS  X 90 JAR",PHARMACY,Pcs.,3,"75,757.50",2,"51,000.00",0,0.00,1,"34,500.00",0,0.00,4,"101,443.12"
"REPROAID(WOMAN) TABS  X 90 JAR",PHARMACY,Pcs.,7,"148,475.62",1,"25,500.00",0,0.00,0,0.00,0,0.00,8,"173,975.62"
"REPROFEN SYR  100ML BOTTLE",System,Pcs.,3,"2,033.60",0,0.00,0,0.00,0,0.00,0,0.00,3,"2,033.60"
"RETIN-A CREAM  20G TUBE",System,Pcs.,-1,"-3,800.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-3,800.00"
"RETRAX SYR  15ML BOTTLE",PHARMACY,Pcs.,-13,"-9,100.00",10,"5,000.00",0,0.00,16,"11,200.00",0,0.00,-19,"-12,300.00"
"RETRAX TABS X 10 PACK",PHARMACY,Pcs.,14,"5,683.51",30,"13,500.00",0,0.00,26,"18,200.00",0,0.00,18,"7,860.35"
"REVIVE ACTIVE BEAUTY COMPLEX X30",PHARMACY,Pcs.,1,"18,972.89",0,0.00,0,0.00,0,0.00,0,0.00,1,"18,972.89"
"RE-VIVE CAPS 400MG X 10 PACK",PHARMACY,Pcs.,8,"85,300.66",8,"85,800.00",0,0.00,4,"66,000.00",0,0.00,12,"127,338.89"
"RE-VIVE CAPS X 30",PHARMACY,Pcs.,-1,"-14,555.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-14,555.00"
"REVIVE CAPS X 30 JAR",PHARMACY,Pcs.,4,"55,298.00",0,0.00,0,0.00,2,"40,000.00",0,0.00,2,"27,649.00"
"RE-VIVE X 4 CAPS PACK",System,Pcs.,-4,"-15,400.00",0,0.00,0,0.00,0,0.00,0,0.00,-4,"-15,400.00"
"REXIFEN 200MG BLISTER",PHARMACY,Pcs.,39,"6,989.95",0,0.00,0,0.00,17,"5,100.00",0,0.00,22,"3,943.04"
"REXIFEN 400MG BLISTER",PHARMACY,Pcs.,16,"3,838.00",0,0.00,0,0.00,8,"4,000.00",0,0.00,8,"1,919.00"
"REXONA BODY SPRAY CAN",COSMETICS,Pcs.,8,"12,333.32",0,0.00,0,0.00,4,"8,800.00",0,0.00,4,"6,166.66"
"REXONA ROLL ON MIX X 1 JAR",COSMETICS,Pcs.,5,"10,256.42",0,0.00,0,0.00,0,0.00,0,0.00,5,"10,256.42"
"RHINATHIOL (ADULT) 5% 125ML SYR BOTTLE",PHARMACY,Pcs.,-1,"-7,200.00",0,0.00,0,0.00,1,"7,200.00",0,0.00,-2,"-14,400.00"
"RHINATHIOL PROMETHAZINE SYR BOTTLE",PHARMACY,Pcs.,0,0.00,3,"10,950.00",0,0.00,0,0.00,0,0.00,3,"10,950.00"
"RHINATHIOL(CHILD)  2% 125ML SYR BOTTLE",PHARMACY,Pcs.,6,"28,710.00",0,0.00,0,0.00,2,"13,000.00",0,0.00,4,"19,140.00"
"RHYDFORMIN METFORMIN 500MG MARCSON",PHARMACY,Pcs.,35,"7,000.00",0,0.00,0,0.00,0,0.00,0,0.00,35,"7,000.00"
"RIBENA 125ML SACHET",DRINKS AND BEVERAGES,Pcs.,17,"4,114.99",0,0.00,0,0.00,2,600.00,0,0.00,15,"3,630.87"
"RIBENA 250ML",DRINKS AND BEVERAGES,Pcs.,8,"4,000.00",0,0.00,0,0.00,0,0.00,0,0.00,8,"4,000.00"
"RIBENA NIG 1L JAR",DRINKS AND BEVERAGES,Pcs.,-3,"-18,000.00",6,"30,000.00",0,0.00,5,"30,000.00",0,0.00,-2,"-12,000.00"
"RIBENA PET 500ML X 1 JAR",DRINKS AND BEVERAGES,Pcs.,22,"19,789.15",12,"11,200.00",0,0.00,3,"3,600.00",0,0.00,31,"28,266.02"
"RIBORICH TABS 5MG X 100 BLISTER",PHARMACY,Pcs.,108,"5,350.86",0,0.00,0,0.00,30,"3,000.00",0,0.00,78,"3,864.51"
"RICAM  20MG CAP X 100 BLISTER",PHARMACY,Pcs.,28,"4,480.00",0,0.00,0,0.00,8,"2,000.00",0,0.00,20,"3,200.00"
"RIDA FIRE MEN X60",PHARMACY,Pcs.,1,"5,644.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"5,644.00"
"RIFABON 300mg RIFAMPICIN BLISTER",PHARMACY,Pcs.,20,"11,000.00",0,0.00,0,0.00,0,0.00,0,0.00,20,"11,000.00"
"RIGGS PERFUME",COSMETICS,Pcs.,-1,"-14,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-14,500.00"
"RIGGS ROLLON",COSMETICS,Pcs.,-1,"-1,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,200.00"
"RIGGS SPRAY",COSMETICS,Pcs.,17,"45,188.34",0,0.00,0,0.00,6,"20,400.00",0,0.00,11,"29,239.51"
"RISING BABY POWDER 100G",COSMETICS,Pcs.,4,"2,166.66",12,"6,500.00",0,0.00,5,"3,500.00",0,0.00,11,"5,958.32"
"RISING BABY POWDER 240G X 1 TIN",CHOCOLATES,Pcs.,-1,"-1,400.00",6,"6,500.00",0,0.00,1,"1,300.00",0,0.00,4,"4,333.34"
"RISPERDAL 2MG TAB X20 BLISTER",PHARMACY,Pcs.,-2,"-3,506.40",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-3,506.40"
"RISPERIDONE (MULTICOY)  TABS 2M BLISTER",System,Pcs.,-4,"-2,666.67",0,0.00,0,0.00,0,0.00,0,0.00,-4,"-2,666.67"
"RISPERIDONE 2MG AQUATIX BLISTER",PHARMACY,Pcs.,8,"6,933.32",21,"15,330.00",0,0.00,16,"19,200.00",0,0.00,13,"9,490.00"
"ROBB EXTRA BALM JAR",HOUSEHOLD ITEMS,Pcs.,15,"8,233.74",12,"6,600.00",0,0.00,3,"2,400.00",0,0.00,24,"13,185.98"
"ROBB INHALER   X 12 PCS",PHARMACY,Pcs.,57,"16,581.59",72,"21,213.00",0,0.00,35,"17,500.00",0,0.00,94,"27,642.75"
"ROBB JAR 25G ORIGINAL",PHARMACY,Pcs.,43,"14,938.43",0,0.00,0,0.00,36,"18,000.00",0,0.00,7,"2,431.84"
"ROBINAX TABS 500MG PACK",System,Pcs.,2,"1,190.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"1,190.00"
"ROCEPHIN I.M INJ 1G VIALS",PHARMACY,Pcs.,7,"58,827.24",0,0.00,0,0.00,1,"12,400.00",0,0.00,6,"50,423.35"
"ROCEPHIN I.V INJ 1GM VIALS",PHARMACY,Pcs.,2,"18,290.00",0,0.00,0,0.00,2,"24,800.00",0,0.00,0,0.00
"ROCKOK 50MG TAB BLISTER",PHARMACY,Pcs.,38,"3,420.00",0,0.00,0,0.00,0,0.00,0,0.00,38,"3,420.00"
"ROCKOK GEL 30G PACK",PHARMACY,Pcs.,60,"27,024.96",0,0.00,0,0.00,0,0.00,0,0.00,60,"27,024.96"
"ROMCIN CREAM",PHARMACY,Pcs.,10,"31,000.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"31,000.00"
"ROPHEGAN SYR 5MG/5ML  60ML BOTTLE",PHARMACY,Pcs.,26,"9,159.01",20,"8,000.00",0,0.00,23,"13,800.00",0,0.00,23,"8,590.15"
"ROSE BELLE KITCHEN TOWEL X 1 PCS",HOUSEHOLD ITEMS,Pcs.,23,"13,416.67",0,0.00,0,0.00,0,0.00,0,0.00,23,"13,416.67"
"ROSE BELLE TISSUE X 1 PCS",HOUSEHOLD ITEMS,Pcs.,-13,"-1,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-13,"-1,500.00"
"ROSE BELLE TISSUE X 2 PACK",HOUSEHOLD ITEMS,Pcs.,-11,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-11,0.00
"ROSE CAR TISSUE X 1 PACK",HOUSEHOLD ITEMS,Pcs.,-1,-250.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-250.00
"ROSE CARLA KITCHEN TOWEL X 1 PCS",HOUSEHOLD ITEMS,Pcs.,12,"9,000.00",0,0.00,0,0.00,0,0.00,0,0.00,12,"9,000.00"
"ROSE CARLA TISSUE X 1 PCS",HOUSEHOLD ITEMS,Pcs.,62,"24,836.90",0,0.00,0,0.00,3,"2,850.00",0,0.00,59,"23,635.11"
"ROSE PLUS KITCHEN TOWEL",HOUSEHOLD ITEMS,Pcs.,13,"7,583.35",0,0.00,0,0.00,0,0.00,0,0.00,13,"7,583.35"
"ROSE PLUS TISSUE X 1 PCS",HOUSEHOLD ITEMS,Pcs.,27,"5,099.36",0,0.00,0,0.00,16,"4,000.00",0,0.00,11,"2,077.52"
"ROSUDEX  20MG X 30 BLISTER",PHARMACY,Pcs.,39,"64,396.58",0,0.00,0,0.00,9,"21,600.00",0,0.00,30,"49,535.83"
"ROSUDEX 10MG TABS  X 30 BLISTER",PHARMACY,Pcs.,-15,"-24,966.67",0,0.00,0,0.00,7,"11,900.00",0,0.00,-22,"-36,866.67"
"ROSULAD 20MG BLISTER ROSUVASTATIN",PHARMACY,Pcs.,15,"9,000.00",0,0.00,0,0.00,0,0.00,0,0.00,15,"9,000.00"
"ROSUTOR 10MG",PHARMACY,Pcs.,6,"7,000.21",6,"8,990.00",0,0.00,9,"16,900.00",0,0.00,3,"4,352.87"
"ROSUVASTATIN 10MG MEDREICH",PHARMACY,Pcs.,22,"15,860.31",0,0.00,0,0.00,0,0.00,0,0.00,22,"15,860.31"
"ROSUVASTATIN MEDREICH 20MG SACHET",PHARMACY,Pcs.,10,"11,900.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"11,900.00"
"ROUGH RIDER CONDOM X 1 PACK",PHARMACY,Pcs.,-1,"-1,900.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,900.00"
"ROVISTA 10MG BLISTER",PHARMACY,Pcs.,17,"35,136.67",3,"6,205.00",0,0.00,8,"22,400.00",0,0.00,12,"24,805.29"
"ROVO CHIC CHOC 25G PACK",CHOCOLATES,Pcs.,113,"58,091.39",48,"24,000.00",0,0.00,81,"56,700.00",0,0.00,80,"40,656.40"
"ROXIRITE 250MG PACK",PHARMACY,Pcs.,6,"9,988.23",20,"33,000.00",0,0.00,6,"15,000.00",0,0.00,20,"33,000.00"
"ROXIRITE CEFUROXIME 500MG",PHARMACY,Pcs.,3,"7,204.22",50,"118,500.00",0,0.00,26,"91,000.00",0,0.00,27,"63,301.26"
"RUFEDOL PLUS",PHARMACY,Pcs.,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00
"RUFENAC 50MG BLISTER",PHARMACY,Pcs.,25,"2,150.00",0,0.00,0,0.00,0,0.00,0,0.00,25,"2,150.00"
"RULOX SUSP  200ML BOTTLE",PHARMACY,Pcs.,26,"43,721.99",7,"11,550.00",0,0.00,14,"32,200.00",0,0.00,19,"31,767.88"
"RULOX SUSP 100ML",PHARMACY,Pcs.,14,"13,020.00",0,0.00,0,0.00,7,"9,100.00",0,0.00,7,"6,510.00"
"RULOX TAB",HOUSEHOLD ITEMS,Pcs.,1,345.00,0,0.00,0,0.00,0,0.00,0,0.00,1,345.00
"RUZU BITTER SYR 200ML X 1 BOTTLE",PHARMACY,Pcs.,7,"20,062.38",3,"7,800.00",0,0.00,1,"4,000.00",0,0.00,9,"25,076.14"
"RUZU BITTER SYR 500ML BOTTLE",PHARMACY,Pcs.,6,"32,310.33",4,"20,400.00",0,0.00,3,"22,800.00",0,0.00,7,"36,822.41"
"RUZU BLACK FOR MEN SYR BOTTLE",PHARMACY,Pcs.,5,"16,778.58",0,0.00,0,0.00,0,0.00,0,0.00,5,"16,778.58"
"RUZU CAP BLACK FOR MEN JAR/ PER TAB",PHARMACY,Pcs.,-32,"-14,050.00",0,0.00,0,0.00,0,0.00,0,0.00,-32,"-14,050.00"
"RYCIN TABS 500MG PACK",PHARMACY,Pcs.,2,"4,260.91",0,0.00,0,0.00,0,0.00,0,0.00,2,"4,260.91"
"S A F KIT",PHARMACY,Pcs.,8,"7,428.57",0,0.00,0,0.00,0,0.00,0,0.00,8,"7,428.57"
"SABRESTEN (VAGINAL) CREAM 30G TUBE",System,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SABRESTEN CREAM  20G TUBE",PHARMACY,Pcs.,1,"1,062.97",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,062.97"
"SAFEGUARD ANTISEPTIC SOAP 80G PCS",HOUSEHOLD ITEMS,Pcs.,21,"3,346.88",0,0.00,0,0.00,0,0.00,0,0.00,21,"3,346.88"
"SAFEGUARD SOAP 150G",HOUSEHOLD ITEMS,Pcs.,5,"9,166.67",0,0.00,0,0.00,5,"11,000.00",0,0.00,0,0.00
"SAFETELM H (40/12.5) TABS SACHET",PHARMACY,Pcs.,-2,"-9,400.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-9,400.00"
"SAFETELMI 40MG BLISTER",PHARMACY,Pcs.,4,"12,260.58",0,0.00,0,0.00,0,0.00,0,0.00,4,"12,260.58"
"SAFETELMI 80MG  BLISTER",PHARMACY,Pcs.,48,"177,166.10",0,0.00,0,0.00,10,"52,000.00",0,0.00,38,"140,256.50"
"SAFETELMI H (80/12.5) TABS SACHET",PHARMACY,Pcs.,8,"35,152.21",0,0.00,0,0.00,0,0.00,0,0.00,8,"35,152.21"
"SAFI BLOOD PURIFIER 100ML",PHARMACY,Pcs.,0,0.00,3,"17,655.00",0,0.00,0,0.00,0,0.00,3,"17,655.00"
"SAFI BLOOD PURIFIER 200ML",PHARMACY,Pcs.,9,"88,299.76",3,"30,000.00",0,0.00,1,"13,700.00",0,0.00,11,"108,488.68"
"SALACYN EYE DROPS 5% BOTTLE",System,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SALBUTAMOL 4MG X 1000 COUNTING",PHARMACY,Pcs.,690,"1,489.23","1,000","2,100.00",0,0.00,635,"3,175.00",0,0.00,"1,055","2,230.23"
"SALBUTAMOL AFRAB 4MG TABS SACHET",PHARMACY,Pcs.,31,"2,687.85",80,"7,100.00",0,0.00,46,"23,000.00",0,0.00,65,"5,728.47"
"SALBUTAMOL SYRUP (AFRAB) 100ML BOTTLE",System,Pcs.,-10,"-4,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-10,"-4,000.00"
"SALONPAS PATCH 6.5X4.2CM X10",PHARMACY,Pcs.,27,"46,818.00",24,"44,400.00",0,0.00,6,"15,000.00",0,0.00,45,"80,535.60"
"SAMGUARD CREAM 30G",PHARMACY,Pcs.,4,"2,092.30",10,"6,000.00",0,0.00,8,"8,000.00",0,0.00,6,"3,558.03"
"SAMIFLO PACK SAMJONES",PHARMACY,Pack.,2,"10,000.00",3,"15,000.00",0,0.00,1,"6,800.00",0,0.00,4,"20,000.00"
"S-AMLO 2.5MG BLISTER",PHARMACY,Pcs.,0,0.00,6,"9,000.00",0,0.00,0,0.00,0,0.00,6,"9,000.00"
"SAMSU OIL   X 1 PACK",PHARMACY,Pcs.,48,"45,470.51",48,"48,400.00",0,0.00,50,"83,000.00",0,0.00,46,"44,615.65"
"SAVLON LIQUID 125ML JAR",HOUSEHOLD ITEMS,Pcs.,8,"19,618.28",0,0.00,0,0.00,5,"14,000.00",0,0.00,3,"7,356.86"
"SAVLON LIQUID 250ML JAR",HOUSEHOLD ITEMS,Pcs.,-1,"-3,000.00",0,0.00,0,0.00,2,"9,600.00",0,0.00,-3,"-12,600.00"
"SAVLON LIQUID 500ML BOTTLE",HOUSEHOLD ITEMS,Pcs.,-1,"-4,300.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-4,300.00"
"SAW PALMETTO 500MG X100 JAR N/F",PHARMACY,Pcs.,2,"26,000.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"26,000.00"
"SCALP VEIN 21G/23G GREEN/BLUE",PHARMACY,Pcs.,226,"10,482.18",400,"18,200.00",0,0.00,97,"9,950.00",0,0.00,529,"24,339.51"
"SCHWEPPES CAN",PHARMACY,Pcs.,-2,"-1,200.00",0,0.00,0,0.00,1,600.00,0,0.00,-3,"-1,800.00"
"SEBAMED BABY BODY MILK 200ML X JAR",PHARMACY,Pcs.,1,"4,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"4,500.00"
"SEBAMED BABY LOTION 100ML",COSMETICS,Pcs.,-3,"-6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-3,"-6,000.00"
"SEBAMED BABY LOTION 400MLS",COSMETICS,Pcs.,1,"8,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"8,500.00"
"SEBAMED BABY SHAMPOO 250ML BOTTLE",COSMETICS,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SEBAMED BABY SOAP 100G PACK",COSMETICS,Pcs.,-3,"-18,000.00",0,0.00,0,0.00,1,"6,000.00",0,0.00,-4,"-24,000.00"
"SEBAMED BABY WASH  200ML X 1 PACK",COSMETICS,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SEBAMED BABY WASH 400ML BOTTLE",PHARMACY,Pcs.,3,"9,750.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"9,750.00"
"SECTAB 500MG",PHARMACY,Pcs.,4,"2,448.74",10,"6,500.00",0,0.00,11,"11,000.00",0,0.00,3,"1,917.58"
"SECWID X 4 TABS 500MG PACK",PHARMACY,Pcs.,7,"4,556.54",40,"26,980.00",0,0.00,18,"16,300.00",0,0.00,29,"19,799.69"
"SELACE TABS X 30 JAR",PHARMACY,Pcs.,1,"5,179.63",0,0.00,0,0.00,0,0.00,0,0.00,1,"5,179.63"
"SELENIUM (MASON) 200MG X60 JAR",PHARMACY,Pcs.,3,"4,950.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"4,950.00"
"SELENIUM (N/F) 200MG TAB JAR",PHARMACY,Pcs.,-4,"-16,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-4,"-16,500.00"
