FADOB PHARMACY & STORES
List of Items
Name,Alias,Group Name,Op. Amount,Op. Stock(Main),Sale Price,Purc. Price
RIGGS PERFUME,,COSMETICS,"-14,500.00",-1,"14,500.00",0.00
RIGGS ROLLON,,COSMETICS,"-1,200.00",-1,"1,200.00",854.00
RIGGS SPRAY,,COSMETICS,"45,188.34",17,"3,400.00","2,666.67"
RISING BABY POWDER 100G,,COSMETICS,"2,166.66",4,700.00,541.67
RISING BABY POWDER 240G X 1 TIN,,CHOCOLATES,"-1,400.00",-1,"1,300.00","1,083.33"
RISPERDAL 2MG TAB X20 BLISTER,,PHARMACY,"-3,506.40",-2,"2,300.00","1,753.20"
RISPERIDONE (MULTICOY)  TABS 2M BLISTER,,System,"-2,666.67",-4,"1,000.00",666.67
RISPERIDONE 2MG AQUATIX BLISTER,,PHARMACY,"6,933.32",8,"1,200.00",730.00
RISPERIDONE VEGA  2MG X 10 BLISTER,,PHARMACY,0.00,0,250.00,0.00
RISPERIDONE(RISDAL) TABS 2MG BLISTER,,PHARMACY,0.00,0,"6,500.00",0.00
ROBB EXTRA BALM JAR,,HOUSEHOLD ITEMS,"8,233.74",15,800.00,550.00
ROBB INHALER   X 12 PCS,,PHARMACY,"16,581.59",57,500.00,308.33
ROBB JAR 25G ORIGINAL,,PHARMACY,"14,938.43",43,500.00,333.33
ROBB TIN 4G TIN,,PHARMACY,0.00,0,50.00,0.00
ROBINAX TABS 500MG PACK,,System,"1,190.00",2,800.00,595.00
ROBITUSSIN COUGH SYR 100ML BOTTLE,,PHARMACY,0.00,0,"6,800.00","3,300.00"
ROCEPHIN I.M INJ 1G VIALS,,PHARMACY,"58,827.24",7,"12,400.00","8,895.00"
ROCEPHIN I.V INJ 1GM VIALS,,PHARMACY,"18,290.00",2,"12,400.00","9,200.00"
ROCKOK 50MG TAB BLISTER,,PHARMACY,"3,420.00",38,200.00,90.00
ROCKOK GEL 30G PACK,,PHARMACY,"27,024.96",60,700.00,460.00
ROMANO FORCE SPRAY,,COSMETICS,0.00,0,"3,300.00",0.00
ROMCIN CREAM,,PHARMACY,"31,000.00",10,500.00,"3,100.00"
ROPHEGAN SYR 5MG/5ML  60ML BOTTLE,,PHARMACY,"9,159.01",26,600.00,400.00
ROSE BELLE KITCHEN TOWEL X 1 PCS,,HOUSEHOLD ITEMS,"13,416.67",23,700.00,583.33
ROSE BELLE TISSUE X 1 PCS,,HOUSEHOLD ITEMS,"-1,500.00",-13,0.00,0.00
ROSE BELLE TISSUE X 2 PACK,,HOUSEHOLD ITEMS,0.00,-11,0.00,0.00
ROSE CAR TISSUE X 1 PACK,,HOUSEHOLD ITEMS,-250.00,-1,0.00,0.00
ROSE CARLA KITCHEN TOWEL X 1 PCS,,HOUSEHOLD ITEMS,"9,000.00",12,900.00,750.00
ROSE CARLA TISSUE X 1 PCS,,HOUSEHOLD ITEMS,"24,836.90",62,950.00,760.42
ROSE PLUS KITCHEN TOWEL,,HOUSEHOLD ITEMS,"7,583.35",13,"1,100.00",916.67
ROSE PLUS TISSUE X 1 PCS,,HOUSEHOLD ITEMS,"5,099.36",27,250.00,916.67
ROSUDEX  20MG X 30 BLISTER,,PHARMACY,"64,396.58",39,"2,400.00","1,751.67"
ROSUDEX 10MG TABS  X 30 BLISTER,,PHARMACY,"-24,966.67",-15,"1,700.00","1,166.67"
ROSULAD 20MG BLISTER ROSUVASTATIN,,PHARMACY,"9,000.00",15,"1,000.00",600.00
ROSUNORM 20MG BLISTER,,PHARMACY,0.00,0,"1,500.00",600.00
ROSUTOR 10MG,,PHARMACY,"7,000.21",6,"2,100.00","1,498.33"
ROSUVASTATIN 10MG MEDREICH,,PHARMACY,"15,860.31",22,"1,200.00",720.92
ROSUVASTATIN MEDREICH 20MG SACHET,,PHARMACY,"11,900.00",10,"1,600.00","1,190.00"
ROUGH RIDER CONDOM X 1 PACK,,PHARMACY,"-1,900.00",-1,"1,900.00","1,000.00"
ROVISTA 10MG BLISTER,,PHARMACY,"35,136.67",17,"2,800.00","2,068.33"
ROVO CHIC CHOC 25G PACK,,CHOCOLATES,"58,091.39",113,700.00,500.00
ROXIRITE 250MG PACK,,PHARMACY,"9,988.23",6,"2,500.00","1,650.00"
ROXIRITE CEFUROXIME 500MG,,PHARMACY,"7,204.22",3,"3,500.00","2,300.00"
RUFEDOL PLUS,,PHARMACY,0.00,1,0.00,0.00
RUFENAC 50MG BLISTER,,PHARMACY,"2,150.00",25,400.00,86.00
RULOX SUSP  200ML BOTTLE,,PHARMACY,"43,721.99",26,"2,300.00","1,650.00"
RULOX SUSP 100ML,,PHARMACY,"13,020.00",14,"1,300.00",930.00
RULOX TAB,,HOUSEHOLD ITEMS,345.00,1,500.00,345.00
RUZU BITTER SYR 200ML X 1 BOTTLE,,PHARMACY,"20,062.38",7,"4,000.00","2,600.00"
RUZU BITTER SYR 500ML BOTTLE,,PHARMACY,"32,310.33",6,"7,600.00","5,100.00"
RUZU BLACK FOR MEN SYR BOTTLE,,PHARMACY,"16,778.58",5,"5,900.00","3,355.71"
RUZU CAP BLACK FOR MEN JAR/ PER TAB,,PHARMACY,"-14,050.00",-32,200.00,"2,750.00"
RYCIN TABS 500MG PACK,,PHARMACY,"4,260.91",2,"2,900.00","2,130.45"
S A F KIT,,PHARMACY,"7,428.57",8,"1,350.00",928.57
SABRESTEN (VAGINAL) CREAM 30G TUBE,,System,0.00,-1,"1,100.00",0.00
SABRESTEN CREAM  20G TUBE,,PHARMACY,"1,062.97",1,"1,500.00","1,100.00"
SAFEGUARD ANTISEPTIC SOAP 80G PCS,,HOUSEHOLD ITEMS,"3,346.88",21,500.00,159.38
SAFEGUARD SOAP 150G,,HOUSEHOLD ITEMS,"9,166.67",5,"2,200.00","1,833.33"
SAFEPREG,,PHARMACY,0.00,0,"6,500.00","4,800.00"
SAFETELM H (40/12.5) TABS SACHET,,PHARMACY,"-9,400.00",-2,"4,700.00","2,600.00"
SAFETELMI 40MG BLISTER,,PHARMACY,"12,260.58",4,"4,200.00","3,066.67"
SAFETELMI 80MG  BLISTER,,PHARMACY,"177,166.10",48,"5,200.00","3,545.00"
SAFETELMI H (80/12.5) TABS SACHET,,PHARMACY,"35,152.21",8,"6,300.00","4,333.33"
SAFI BLOOD PURIFIER 100ML,,PHARMACY,0.00,0,"8,000.00","5,885.00"
SAFI BLOOD PURIFIER 200ML,,PHARMACY,"88,299.76",9,"13,700.00","10,000.00"
SAFI BLOOD PURIFIER 500ML,,PHARMACY,0.00,0,"31,900.00","23,650.00"
SALACYN EYE DROPS 5% BOTTLE,,System,0.00,-1,"2,200.00",0.00
SALBUTAMOL 4MG X 1000 COUNTING,,PHARMACY,"1,489.23",690,5.00,2.10
SALBUTAMOL AFRAB 4MG TABS SACHET,,PHARMACY,"2,687.85",31,500.00,88.00
SALBUTAMOL SYRUP (AFRAB) 100ML BOTTLE,,System,"-4,000.00",-10,400.00,0.00
SALONPAS PATCH 6.5X4.2CM X10,,PHARMACY,"46,818.00",27,"2,500.00","1,850.00"
SALONPAS SPRAY,,PHARMACY,0.00,0,"10,200.00","7,565.00"
SAMGUARD CREAM 30G,,PHARMACY,"2,092.30",4,"1,000.00",600.00
SAMIFLO PACK SAMJONES,,PHARMACY,"10,000.00",2,"6,800.00","5,000.00"
S-AMLO 2.5MG BLISTER,,PHARMACY,0.00,0,"2,200.00","1,500.00"
SAMSU OIL   X 1 PACK,,PHARMACY,"45,470.51",48,"1,700.00",916.67
SAVLON LIQUID 125ML JAR,,HOUSEHOLD ITEMS,"19,618.28",8,"2,800.00","2,541.67"
SAVLON LIQUID 250ML JAR,,HOUSEHOLD ITEMS,"-3,000.00",-1,"4,800.00","2,400.00"
SAVLON LIQUID 500ML BOTTLE,,HOUSEHOLD ITEMS,"-4,300.00",-1,"8,500.00","5,250.00"
SAVLON LIQUID 750ML JAR,,HOUSEHOLD ITEMS,0.00,0,0.00,"1,883.33"
SAW PALMETTO 500MG X100 JAR N/F,,PHARMACY,"26,000.00",2,"17,600.00","13,000.00"
SCALP VEIN 21G/23G GREEN/BLUE,,PHARMACY,"10,482.18",226,100.00,51.00
SCHERIPROCT N CREAM,,PHARMACY,0.00,0,"5,500.00",0.00
SCHWEPPES CAN,,PHARMACY,"-1,200.00",-2,600.00,437.50
SEBAMED BABY BODY MILK 200ML X JAR,,PHARMACY,"4,500.00",1,"5,500.00","4,500.00"
SEBAMED BABY GENTLE WASH 200ML JAR,,COSMETICS,0.00,0,"5,000.00","4,611.11"
SEBAMED BABY LOTION 100ML,,COSMETICS,"-6,000.00",-3,"2,500.00","2,000.00"
SEBAMED BABY LOTION 200ML JAR,,COSMETICS,0.00,0,"5,200.00","4,333.33"
SEBAMED BABY LOTION 400MLS,,COSMETICS,"8,500.00",1,"10,500.00","8,500.00"
SEBAMED BABY SHAMPOO 250ML BOTTLE,,COSMETICS,0.00,-1,"5,000.00",0.00
SEBAMED BABY SOAP 100G PACK,,COSMETICS,"-18,000.00",-3,"6,000.00","5,000.00"
SEBAMED BABY WASH  200ML X 1 PACK,,COSMETICS,0.00,-1,0.00,0.00
SEBAMED BABY WASH 400ML BOTTLE,,PHARMACY,"9,750.00",3,"5,200.00","3,250.00"
SECTAB 500MG,,PHARMACY,"2,448.74",4,"1,000.00",650.00
SECWID X 4 TABS 500MG PACK,,PHARMACY,"4,556.54",7,"1,000.00",698.00
SEFZITIL SYR 100ML BOTTLE,,PHARMACY,0.00,0,"2,200.00","1,621.00"
SEFZITIL TABS 250MG PACK,,System,0.00,0,"1,500.00",0.00
SEFZITIL TABS 500MG PACK,,PHARMACY,0.00,0,"2,400.00","1,704.00"
SELACE TABS X 30 JAR,,PHARMACY,"5,179.63",1,"6,800.00","5,000.00"
SELENIUM (MASON) 200MG X60 JAR,,PHARMACY,"4,950.00",3,"3,200.00","1,650.00"
SELENIUM (N/F) 200MG TAB JAR,,PHARMACY,"-16,500.00",-4,"5,500.00","4,125.00"
SELENIUM (PURITAN) X 100  100MG JAR,,PHARMACY,0.00,0,"1,900.00",0.00
SELENIUM 200MCG X100 HEALTHPATH,,PHARMACY,"6,000.00",1,"8,100.00","6,000.00"
SELENIUM ACE+D WASSEN PACK,,PHARMACY,0.00,9,"3,000.00",0.00
SELSUN SHAMPOO 100ML JAR,,PHARMACY,0.00,0,"9,400.00","7,000.00"
SENAMET 250+25MG TAB BLISTER,,PHARMACY,"8,340.00",3,"2,500.00","2,780.00"
SENDINOR-2 TABS 75MG PACK,,System,0.00,-3,400.00,0.00
SENSODYNE DAILY CARE 75ML TUBE,6161105660644,HOUSEHOLD ITEMS,"54,634.83",19,"3,600.00","2,875.52"
SENSODYNE DEEP CLEAN GEL,,HOUSEHOLD ITEMS,0.00,0,"2,500.00","2,083.33"
SENSODYNE EXTRA FRESH,,HOUSEHOLD ITEMS,"23,250.01",9,"3,100.00","2,666.67"
SENSODYNE EXTRA WHITENING 75MLS,,HOUSEHOLD ITEMS,"15,000.00",5,"3,500.00","3,000.00"
SENSODYNE MULTICARE PLUS WHITENING,,HOUSEHOLD ITEMS,"14,583.34",7,"2,600.00","2,083.33"
SENSODYNE RAPID ACTION 75ML TUBE,,HOUSEHOLD ITEMS,"51,854.78",18,"3,700.00","2,916.67"
SENSODYNE RAPID RELIEF 100ML TUBE,,HOUSEHOLD ITEMS,"20,892.84",9,"3,000.00","2,500.00"
SENSODYNE REPAIR AND PROTECT TUBE,,HOUSEHOLD ITEMS,"25,500.02",9,"3,400.00","2,916.67"
SENSODYNE TOOTHBRUSH,,HOUSEHOLD ITEMS,"5,833.34",7,"1,100.00",833.33
SEPTRIN 480MG TAB  (GLAXO) X 10 BLISTER,,System,0.00,-4,350.00,0.00
SERADEX TABS X 10 PACK,,System,0.00,-1,"1,000.00",0.00
SERETIDE DISKUS  100MCG 60 DOSE PACK,,PHARMACY,0.00,0,"3,900.00",0.00
SERETIDE DISKUS INHALER 250MCG PACK,,PHARMACY,"15,612.76",1,"22,500.00","16,380.00"
SERETIDE EVOHALER  25/125MCG PACK,,PHARMACY,0.00,0,"19,200.00","14,300.00"
SERETIDE EVOHALER  25/50MCG PACK,,PHARMACY,0.00,0,"18,500.00","13,740.00"
SEROXAT TABS 20MG X30 PACK,,PHARMACY,"17,282.86",7,"12,000.00","9,110.00"
SERVETTE X 1 PACK,,System,240.00,3,100.00,80.00
SETRAL 50MG PACK,,PHARMACY,"10,669.00",5,"3,200.00","2,300.00"
SEVEN SEA COD LIVER OIL 170ML S BOTTLE,,PHARMACY,0.00,0,0.00,0.00
SEVEN SEAS CLO 1-A-DAY X60,,PHARMACY,"15,500.00",1,"21,700.00","15,500.00"
SEVEN SEAS CLO HIGHSTRENGTHX120 JAR,,PHARMACY,0.00,0,"36,000.00","26,500.00"
SEVEN SEAS CLO ONE-A-DAY X120CAPS,,PHARMACY,"22,000.00",1,"30,000.00","22,000.00"
SEVEN SEAS COD LIVER HIGHSTRENGHTX60 JAR,,PHARMACY,0.00,0,"24,700.00","19,000.00"
SEVEN SEAS ORANGE SYR 150ML BOTTLE,,System,0.00,0,0.00,"2,773.89"
SEVEN SEAS SYR 300ML BOTTLE,,System,"5,500.00",1,0.00,"5,500.00"
SEVEN/SEAS CLO+OMEGA 3 100ML BOTTLE,,PHARMACY,0.00,0,"9,200.00","6,950.00"
S-FIN SYR IBUPROFEN,,PHARMACY,"6,000.00",6,"1,400.00","1,000.00"
SHALARTEM DISPERSABLE X6,,System,"6,808.00",23,600.00,370.00
SHALARTEM FORTE 80/480,,PHARMACY,"30,912.59",35,"1,500.00",750.00
SHALARTEM SUSPENSION,,PHARMACY,"1,356.67",1,"2,000.00","1,356.67"
SHALARTEM X12,,PHARMACY,"5,174.87",10,800.00,525.00
SHALARTEM X18,,PHARMACY,"27,565.85",43,"1,000.00",625.00
SHALARTEM X24,,PHARMACY,"38,283.38",62,"1,000.00",650.00
SHALCER 40MG PACK ESOMEPRAZOLE,,PHARMACY,0.00,0,"3,000.00","2,150.00"
SHALTOUX 4 WAYS SYR,,PHARMACY,"-1,500.00",-1,"1,500.00",850.00
SHALTOUX CHESTY COUGH SYR,,PHARMACY,"1,500.00",2,"1,500.00",800.00
SHALTOUX LOZENGES  X 250 PCS,,PHARMACY,"76,755.96","1,813",60.00,43.00
SHALTOUX LOZENGES X20,,PHARMACY,"-1,000.00",-5,200.00,54.10
SHALZIN 500MG X 3,,PHARMACY,"1,250.00",1,"1,800.00","1,250.00"
SHALZIN SUSP,,PHARMACY,"1,300.00",1,"1,700.00","1,300.00"
SHORT BREAD (SMALL SIZE) 100G SACHET,,CHOCOLATES,"14,375.00",15,"1,400.00",958.33
SHORT BREAD BUSICUIT B/S 280G PACK,,CHOCOLATES,"-17,666.66",-8,"2,500.00","2,166.67"
SHORT BREAD M/S 200G PACK,,CHOCOLATES,"33,333.33",20,"2,200.00","1,666.67"
SHORTBREAD 125mg,,CHOCOLATES,"-6,922.60",-6,"1,600.00","1,064.52"
SILAPEN TAB PACK,,PHARMACY,"2,520.00",6,700.00,420.00
SILICON DIOXIDE GEL 10G TUBE,,System,"7,012.22",4,"2,500.00","1,760.00"
SILVER BIRD OIL 28ML BOTTLE,,PHARMACY,"37,490.54",9,"5,900.00","4,380.00"
SILVER SULPHADIAZINE CREAM FIDSON,,PHARMACY,"2,750.00",5,"2,000.00",550.00
SILVERCARE PLUS UNDERPADS PACK,,PHARMACY,"1,750.00",1,"2,500.00","1,750.00"
SILYBON 140MG X30 PACK,,System,0.00,0,"7,700.00","5,610.00"
SILYBON 70MG X30 PACK,,System,"4,000.00",2,"2,700.00","2,000.00"
SIMVASTATIN (CRESCENT) 40MG X28 SACHET,,PHARMACY,"2,955.00",6,700.00,492.50
SIMVASTATIN 10MG CRESCENT BLISTER,,PHARMACY,"5,000.00",4,"1,900.00","1,250.00"
SIMVASTATIN 20MG CRESCENT BLISTER,,PHARMACY,"9,000.00",6,"2,300.00","1,500.00"
SIMVASTATIN(MEDREICH) TABS 20MG BLISTER,,PHARMACY,0.00,0,600.00,400.00
SIMVASTATIN(TEVA) TABS 20MG X 2 BLISTER,,PHARMACY,0.00,-4,700.00,0.00
SINAMET BLISTER,,PHARMACY,"-41,100.00",-16,"3,200.00","2,275.00"
SINEMET 275MG OBS X10 SACHET,,PHARMACY,0.00,0,0.00,"1,000.00"
SINEMET TABS 275MG X 50 BLISTER,,PHARMACY,"18,666.67",10,0.00,"1,866.67"
SINUFED  50ML SYR BOTTLE,,PHARMACY,"4,512.56",7,"1,000.00",650.00
SINUFED TAB X 100 BLISTER,,PHARMACY,"53,158.08",60,"1,500.00",861.00
SIRDALUD TABS 2MG X 30 BLISTER,,PHARMACY,"5,993.33",2,"4,200.00","2,996.67"
SIRDALUD TABS 4MG X 30 BLISTER,,PHARMACY,"107,346.58",23,"7,900.00","5,833.33"
SITANOM 50/1000 BLISTER,,PHARMACY,0.00,0,"3,700.00","2,833.33"
SIVO OFLOXACIN 400MG X 10,,PHARMACY,"6,028.69",10,"1,500.00",750.00
SIVORAMIPRIL 10MG BLISTER,,System,"7,250.00",15,700.00,483.33
SIVORAMIPRIL 5MG BLISTER,,System,0.00,0,250.00,150.00
SIVORAMYCIN SUSP AZITHROMYCIN,,PHARMACY,0.00,0,"2,200.00","1,600.00"
SIVOROMYCIN 500MG X10 AZITHROMYCIN,,PHARMACY,"-52,800.00",-16,"3,300.00","2,400.00"
SIVOROMYCIN 500MG X3,,PHARMACY,0.00,0,"1,000.00",465.00
SIVOTAC (RANITIDINE) 150MG,,PHARMACY,0.00,0,250.00,200.00
SIVOTHEOTAMOL TAB X100,,PHARMACY,"3,792.43",96,50.00,39.50
SKIMATE CREAM 20G KETOCONAZOLE,,PHARMACY,"6,500.00",10,"1,000.00",650.00
SKIN DOCTOR CLEANSER B/S X 1 JAR,,System,"1,166.66",1,"1,500.00","1,166.67"
SKIN WHITHENING GUMMIES GLUTA+COL+BIOT,,PHARMACY,0.00,0,"10,500.00","7,000.00"
SKINEAL CREAM 15G X 1 TUBE,6921465734849,PHARMACY,"55,664.58",51,"1,500.00","1,050.00"
SKITTLES 45G,,CHOCOLATES,"7,039.78",7,"1,300.00","1,055.56"
SLIM HERBAL TEA X 1 PACK,,System,0.00,-1,"2,200.00",0.00
SLOW K TABS  X 50 PCS,,System,"3,248.00",4,"1,100.00",812.00
SMA GOLD 1 450G TIN,,FOOD ITEMS,"64,583.32",5,"15,500.00","12,916.67"
SMA GOLD 1 800G TIN,,FOOD ITEMS,"297,291.67",13,"30,000.00","25,000.00"
SMA GOLD 2 450G TIN,,FOOD ITEMS,"307,112.08",25,"14,500.00","12,500.00"
SMA GOLD 2 900G TIN,,FOOD ITEMS,"-57,600.00",-2,"28,800.00","25,000.00"
SMA GOLD 3 400G TIN,,FOOD ITEMS,"174,900.02",18,"13,500.00","11,666.67"
SMA GOLD 3 900G TIN,,FOOD ITEMS,"271,350.00",12,"26,000.00","22,500.00"
SMART BODY SPRAY 150ML CAN,,COSMETICS,"12,524.68",8,"2,700.00","1,666.67"
SMART CARE 3 IN 1 BRUSH,,HOUSEHOLD ITEMS,"7,666.67",23,500.00,333.33
SMART CARE TOOTHBRUSH X 1 PCS,,HOUSEHOLD ITEMS,0.00,0,0.00,166.67
SMART CARE ULTIMATE BRUSH,,HOUSEHOLD ITEMS,"5,750.00",23,350.00,250.00
SMART PERFUME 100ML,,COSMETICS,"18,000.00",4,"5,500.00","4,500.00"
SMARTIES X 4 JAR,,CHOCOLATES,"155,161.11",150,"1,300.00","1,041.67"
SMIVASTATIN 10MG X 28 TABS (SK),,PHARMACY,"1,650.00",10,250.00,165.00
SNICKERS 50G,,CHOCOLATES,"182,425.34",199,"1,200.00",916.67
SNICKERS MINIATURES 220G PACK,,CHOCOLATES,"-30,600.00",-18,0.00,"1,700.00"
SNIPER LIQUID 1LITRE 1 LITRE,,HOUSEHOLD ITEMS,"-36,200.00",-3,"13,200.00","11,500.00"
SNIPER LIQUID 250ML BOTTLE,,HOUSEHOLD ITEMS,"-29,600.00",-8,"3,700.00","3,200.00"
SNIPER SPRAY 300ML TIN,,HOUSEHOLD ITEMS,"49,415.55",30,"2,000.00","1,666.67"
SNIPER SPRAY 600MLS,,HOUSEHOLD ITEMS,"47,950.00",21,"3,000.00","2,283.33"
SO FINE HAIR CREAM S/S 100G PCS,,COSMETICS,"10,541.67",11,"1,300.00",958.33
SODAMINT TABS 300MG X 1000 X 10 PCS,,PHARMACY,417.33,180,10.00,2.42
SOFTCARE DIAPER BLUE ECO,,HOUSEHOLD ITEMS,"22,000.00",4,"6,400.00","5,550.00"
SOFTCARE DIAPER BLUE JUMBO,,HOUSEHOLD ITEMS,"40,000.00",4,"11,600.00","10,100.00"
SOFTCARE DIAPER BLUE S/S,,HOUSEHOLD ITEMS,"26,000.00",26,"1,200.00","1,000.00"
SOFTCARE DIAPER WHITE ECO,,HOUSEHOLD ITEMS,"131,100.00",23,"6,600.00","5,700.00"
SOFTCARE DIAPER WHITE JUMBO,,HOUSEHOLD ITEMS,"98,890.91",9,"12,700.00","10,666.67"
SOFTCARE DIAPER WHITE S/S,,HOUSEHOLD ITEMS,"30,160.00",29,"1,200.00","1,000.00"
SOFTCARE PAD B/S,,HOUSEHOLD ITEMS,"177,094.24",98,"2,000.00","1,625.00"
SOFTCARE PAD S/S,,HOUSEHOLD ITEMS,"51,806.26",100,700.00,541.67
SOFTHEALTH ERYTHROMYCIN 500MG T PACK,,System,0.00,0,600.00,410.87
SOFTWARE TISSUE X 1 PACK,,System,291.67,1,350.00,291.67
SOLAMOL 2MG SALBUTAMOL TAB,,PHARMACY,"1,099.82",10,200.00,109.98
SOLIFEN 10MG SOLIFENACIN BLISTER,,PHARMACY,"58,783.34",13,"6,100.00","4,516.67"
SOLIFEN 5MG BLISTER,,PHARMACY,"49,334.22",15,"4,500.00","3,200.00"
SOLOTONE AMINO SYR BOTTLE,,PHARMACY,"2,350.00",1,"3,200.00","2,350.00"
SOLOTONE PLUS CAPS  X 30 SACHET,,PHARMACY,650.00,2,450.00,325.00
SOLOTONE TABS PACK,,PHARMACY,"1,862.38",7,700.00,450.00
SOREPILS LOZENGES X24 SACHET,,PHARMACY,"-21,600.00",-18,"1,200.00",800.00
SOREPILS PIECES,,PHARMACY,"-37,440.00",-648,60.00,44.65
SORESIL LOZENGES PER PIECES,,PHARMACY,"5,984.00",272,50.00,22.00
SOSA 1 LITER,,DRINKS AND BEVERAGES,"-1,100.00",-1,"1,100.00",0.00
SOSA 33CL,,DRINKS AND BEVERAGES,"3,509.22",12,500.00,358.33
SOUL MATE HAIR CREAM 100G JAR,,COSMETICS,"9,166.66",10,"1,300.00",916.67
SOUL MATE HAIR CREAM 180G,,HOUSEHOLD ITEMS,"7,916.67",5,"2,200.00","1,583.33"
SOUL MATE HAIR CREAM 52G,,HOUSEHOLD ITEMS,"5,500.00",12,700.00,458.33
SPARDIUM X 6 TABS PACK,,PHARMACY,0.00,0,"5,400.00","4,000.00"
SPARTAN C WHITE  (KUNIMED) TABS JAR,,PHARMACY,"44,455.42",51,"1,200.00",895.00
SPEC D SYR 5000IU/5ML 100ML BOTTLE,,PHARMACY,"-1,100.00",-1,"1,400.00","1,100.00"
SPIROCARD (SPIRONOLACTONE 25MG) BLISTER,,PHARMACY,"7,704.00",8,"1,400.00",963.00
SPIRONOLACTONE 25MG TEVA BLISTER,,PHARMACY,"-7,000.00",-3,"3,500.00",0.00
SPLASH SWEET PCS,,CHOCOLATES,"46,311.30","1,294",25.00,12.50
SPORIDEX CAPS 500MG X 10 PACK,,PHARMACY,"5,752.22",3,"3,200.00","2,250.00"
SPORIDEX SUSP 125MG/5ML 100ML BOTTLE,,PHARMACY,"14,340.71",7,"2,800.00","1,950.00"
SPORIDEX SUSP 250MG/5ML 100ML BOTTLE,,PHARMACY,"2,600.00",1,"3,600.00","2,600.00"
SPRINTER CHOCOLATE,,CHOCOLATES,0.00,0,200.00,125.00
SPRITE 50CL BOTTLE,,DRINKS AND BEVERAGES,"6,004.48",17,500.00,358.33
SPRITE CAN,,DRINKS AND BEVERAGES,"15,433.89",38,600.00,416.67
SPRITE MAMA,,DRINKS AND BEVERAGES,-300.00,-1,350.00,300.00
ST LOUIS SUGAR 500G PACK,,FOOD ITEMS,"-1,100.00",-1,"1,100.00",840.00
STAFEN EYEDROP,,PHARMACY,0.00,0,"3,000.00","2,128.00"
STERILE ANTIBIOTIC TULLE FRAMYCETIN,,PHARMACY,"15,381.86",85,300.00,200.00
STERILED ABSORBENT GAUZE SWABS,,PHARMACY,"-12,000.00",-60,0.00,0.00
STIMUNO FORTE CAPS X 30 PACK,,PHARMACY,"32,619.93",7,"8,500.00","6,255.00"
STIMUNO SYR 100ML BOTTLE,,PHARMACY,"2,300.00",1,"3,000.00","2,300.00"
STORM SPRAY,,PHARMACY,0.00,0,"3,600.00","1,416.67"
STOZZON CAP X20 PACK,,PHARMACY,0.00,0,"4,500.00","3,200.00"
STREPSILS INTENSIVE LOZ X16,,PHARMACY,"-10,500.00",-3,"3,800.00","2,797.50"
STREPSILS LOZENGES X12 SACHET,,PHARMACY,"66,215.97",30,"3,100.00","2,175.00"
STREPSILS LOZENGES X2 PIECES,,PHARMACY,"1,031.63",4,350.00,254.17
STREPTOMYCIN (UNBRANDED)  INJ VIALS,,PHARMACY,"5,900.00",10,"1,000.00",560.00
STRESS DEFENCE X 30 TABS JAR,,System,"4,985.00",1,"8,200.00","4,985.00"
STROVID 400MG OFLOXACIN,,PHARMACY,"-15,400.00",-17,"1,500.00",800.00
STUD-100 SPRAY  X 1 SPRAY CAN,,System,0.00,0,"4,500.00","3,900.00"
STUGERON TABS 25MG X 50 BLISTER,,PHARMACY,"11,327.66",25,"2,000.00",700.00
SUDOCREAM  250G JAR,,COSMETICS,"-13,100.00",-3,"12,700.00","9,350.00"
SUDOCREAM 60G JAR,,COSMETICS,"12,954.16",3,"6,500.00","4,700.00"
SUDOCREAM CREAM  125G JAR,,COSMETICS,"17,229.73",3,"7,900.00","5,700.00"
SUDREX TABS X 20 SACHET,,PHARMACY,"25,228.51",57,700.00,515.00
SUITROX 250MG TABS  X 6 PACK,,PHARMACY,"1,959.18",1,"2,600.00","1,959.18"
SUITROX 500 X3 PACK,,PHARMACY,"3,525.00",1,"6,900.00","3,525.00"
SUITROX SUSP 200MG/5ML 100ML BOTTLE,,PHARMACY,0.00,0,"6,600.00","5,720.00"
SULPHATRIAD TABS 500MG X 500 PCS,,PHARMACY,0.00,-61,20.00,0.00
SULPHUR OINTMENT FIDSON 25G TUBE,,PHARMACY,0.00,0,800.00,535.00
SULPHUR SKIN OINTMENT(DGF) 25G TUBE,,System,0.00,0,700.00,565.00
SUMATRIPTAN TAB 50MG PACK,,PHARMACY,0.00,0,"11,000.00","8,150.00"
SUMO-AKTIV SYRUP 200MLS,,PHARMACY,0.00,0,"3,500.00","2,100.00"
SUNNY 2 IN 1 BRUSH,,HOUSEHOLD ITEMS,"3,500.00",12,400.00,291.67
SUNNY TOOTH BRUSH WITH COVER,,HOUSEHOLD ITEMS,0.00,0,700.00,416.67
SUPER 2 BISCUIT,,CHOCOLATES,"83,694.59",524,200.00,159.72
SUPER APETI SYR 200ML X 1 BOTTLE,,PHARMACY,"30,950.41",20,"2,200.00","1,600.00"
SUPER APETI TABS 4MG PACK,,PHARMACY,"2,049.90",11,300.00,192.00
SUPER B(BLOOD PURIFIER) SYR  20 BOTTLE,,System,0.00,0,600.00,335.00
SUPER BLEND GREEN TEA,,PHARMACY,"1,614.00",1,"2,100.00","1,614.00"
SUPER CALCIUM 600 + D3 400 N/F JAR X100,,PHARMACY,"18,800.00",2,"13,000.00","9,400.00"
